Window,Pattern,Target,Triggers,Wins,Balance,ROI,Stability
8,"[np.int64(18), np.int64(20), np.int64(33)]",6,164,9,106,64.63414634146342,7/9 (78%)
8,"[np.int64(2), np.int64(3), np.int64(18)]",30,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(2), np.int64(3), np.int64(16)]",30,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(19), np.int64(28), np.int64(31)]",12,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(0), np.int64(25), np.int64(28)]",22,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(5), np.int64(28), np.int64(35)]",30,164,9,106,64.63414634146342,7/9 (78%)
8,"[np.int64(2), np.int64(7), np.int64(37)]",23,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(5), np.int64(21), np.int64(23)]",4,164,9,106,64.63414634146342,5/8 (62%)
8,"[np.int64(21), np.int64(22), np.int64(33)]",26,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(3), np.int64(25), np.int64(31)]",24,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(4), np.int64(7), np.int64(10)]",20,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(4), np.int64(7), np.int64(10)]",32,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(9), np.int64(10), np.int64(18)]",31,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(8), np.int64(16), np.int64(21)]",21,164,9,106,64.63414634146342,7/9 (78%)
8,"[np.int64(7), np.int64(22), np.int64(33)]",32,164,9,106,64.63414634146342,7/8 (88%)
8,"[np.int64(6), np.int64(7), np.int64(26)]",15,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(10), np.int64(14), np.int64(24)]",29,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(14), np.int64(21), np.int64(35)]",32,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(0), np.int64(7), np.int64(26)]",3,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(3), np.int64(13), np.int64(27)]",20,164,9,106,64.63414634146342,6/10 (60%)
8,"[np.int64(7), np.int64(13), np.int64(35)]",0,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(2), np.int64(7), np.int64(37)]",3,164,9,106,64.63414634146342,7/9 (78%)
8,"[np.int64(2), np.int64(3), np.int64(8)]",23,164,9,106,64.63414634146342,6/10 (60%)
8,"[np.int64(19), np.int64(20), np.int64(29)]",6,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(7), np.int64(22), np.int64(33)]",2,164,9,106,64.63414634146342,7/8 (88%)
8,"[np.int64(12), np.int64(31), np.int64(36)]",15,164,9,106,64.63414634146342,6/10 (60%)
8,"[np.int64(1), np.int64(6), np.int64(25)]",24,237,13,153,64.55696202531645,7/10 (70%)
8,"[np.int64(2), np.int64(4), np.int64(31)]",35,237,13,153,64.55696202531645,6/10 (60%)
8,"[np.int64(0), np.int64(17), np.int64(23)]",25,237,13,153,64.55696202531645,7/9 (78%)
8,"[np.int64(30), np.int64(31), np.int64(34)]",21,237,13,153,64.55696202531645,7/10 (70%)
8,"[np.int64(16), np.int64(20), np.int64(23)]",6,237,13,153,64.55696202531645,6/9 (67%)
8,"[np.int64(19), np.int64(32), np.int64(35)]",30,237,13,153,64.55696202531645,7/9 (78%)
5,"[np.int64(2), np.int64(14)]",33,310,17,200,64.51612903225806,6/9 (67%)
3,"[np.int64(11), np.int64(23)]",30,146,8,94,64.38356164383562,6/9 (67%)
3,"[np.int64(3), np.int64(22)]",29,146,8,94,64.38356164383562,6/9 (67%)
3,"[np.int64(9), np.int64(37)]",13,146,8,94,64.38356164383562,6/10 (60%)
3,"[np.int64(18), np.int64(31)]",6,146,8,94,64.38356164383562,6/10 (60%)
8,"[np.int64(13), np.int64(19), np.int64(33)]",27,219,12,141,64.38356164383562,7/10 (70%)
8,"[np.int64(1), np.int64(24), np.int64(33)]",20,219,12,141,64.38356164383562,6/10 (60%)
8,"[np.int64(3), np.int64(28), np.int64(35)]",8,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(13), np.int64(23), np.int64(30)]",8,146,8,94,64.38356164383562,6/10 (60%)
8,"[np.int64(2), np.int64(9), np.int64(13)]",10,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(12), np.int64(24), np.int64(36)]",20,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(31), np.int64(32), np.int64(36)]",5,219,12,141,64.38356164383562,7/9 (78%)
8,"[np.int64(4), np.int64(33), np.int64(34)]",15,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(14), np.int64(22), np.int64(32)]",6,219,12,141,64.38356164383562,6/9 (67%)
8,"[np.int64(10), np.int64(19), np.int64(25)]",1,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(16), np.int64(29), np.int64(34)]",32,219,12,141,64.38356164383562,6/9 (67%)
8,"[np.int64(16), np.int64(25), np.int64(36)]",28,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(13), np.int64(23), np.int64(30)]",0,146,8,94,64.38356164383562,6/10 (60%)
8,"[np.int64(3), np.int64(12), np.int64(36)]",1,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(18), np.int64(24), np.int64(28)]",1,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(6), np.int64(11), np.int64(28)]",3,146,8,94,64.38356164383562,6/8 (75%)
8,"[np.int64(6), np.int64(22), np.int64(27)]",1,219,12,141,64.38356164383562,6/9 (67%)
8,"[np.int64(14), np.int64(29), np.int64(36)]",1,146,8,94,64.38356164383562,7/9 (78%)
8,"[np.int64(4), np.int64(12), np.int64(13)]",10,146,8,94,64.38356164383562,6/10 (60%)
8,"[np.int64(8), np.int64(12), np.int64(13)]",27,146,8,94,64.38356164383562,6/10 (60%)
8,"[np.int64(1), np.int64(18), np.int64(20)]",19,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(12), np.int64(26), np.int64(27)]",33,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(12), np.int64(26), np.int64(27)]",24,146,8,94,64.38356164383562,7/9 (78%)
8,"[np.int64(10), np.int64(23), np.int64(36)]",19,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(0), np.int64(28), np.int64(36)]",16,146,8,94,64.38356164383562,5/8 (62%)
8,"[np.int64(12), np.int64(22), np.int64(26)]",6,146,8,94,64.38356164383562,5/8 (62%)
8,"[np.int64(8), np.int64(12), np.int64(13)]",0,146,8,94,64.38356164383562,7/10 (70%)
8,"[np.int64(16), np.int64(25), np.int64(36)]",21,146,8,94,64.38356164383562,6/9 (67%)
8,"[np.int64(8), np.int64(12), np.int64(13)]",30,146,8,94,64.38356164383562,6/10 (60%)
8,"[np.int64(8), np.int64(12), np.int64(13)]",35,146,8,94,64.38356164383562,6/10 (60%)
8,"[np.int64(12), np.int64(33), np.int64(36)]",18,146,8,94,64.38356164383562,7/10 (70%)
8,"[np.int64(6), np.int64(16), np.int64(25)]",22,219,12,141,64.38356164383562,6/9 (67%)
8,"[np.int64(3), np.int64(10), np.int64(16)]",20,201,11,129,64.17910447761194,6/9 (67%)
8,"[np.int64(2), np.int64(9), np.int64(30)]",17,201,11,129,64.17910447761194,8/9 (89%)
8,"[np.int64(11), np.int64(12), np.int64(17)]",0,201,11,129,64.17910447761194,6/10 (60%)
8,"[np.int64(2), np.int64(15), np.int64(32)]",23,201,11,129,64.17910447761194,6/10 (60%)
8,"[np.int64(34), np.int64(35), np.int64(37)]",30,201,11,129,64.17910447761194,7/10 (70%)
8,"[np.int64(7), np.int64(18), np.int64(29)]",12,201,11,129,64.17910447761194,7/9 (78%)
8,"[np.int64(23), np.int64(26), np.int64(32)]",24,201,11,129,64.17910447761194,6/10 (60%)
8,"[np.int64(13), np.int64(15), np.int64(35)]",5,201,11,129,64.17910447761194,7/10 (70%)
8,"[np.int64(6), np.int64(8), np.int64(16)]",21,201,11,129,64.17910447761194,6/9 (67%)
8,"[np.int64(9), np.int64(23), np.int64(26)]",21,201,11,129,64.17910447761194,6/9 (67%)
8,"[np.int64(7), np.int64(13), np.int64(32)]",19,201,11,129,64.17910447761194,7/10 (70%)
8,"[np.int64(1), np.int64(11), np.int64(24)]",4,201,11,129,64.17910447761194,7/10 (70%)
8,"[np.int64(15), np.int64(31), np.int64(33)]",18,201,11,129,64.17910447761194,7/10 (70%)
3,"[np.int64(1), np.int64(37)]",3,128,7,82,64.0625,6/9 (67%)
3,"[np.int64(5), np.int64(24)]",1,128,7,82,64.0625,6/9 (67%)
3,"[np.int64(27), np.int64(32)]",23,128,7,82,64.0625,6/9 (67%)
3,"[np.int64(28), np.int64(35)]",30,128,7,82,64.0625,6/9 (67%)
3,"[np.int64(16), np.int64(19)]",26,128,7,82,64.0625,6/9 (67%)
3,"[np.int64(0), np.int64(6)]",11,128,7,82,64.0625,6/9 (67%)
3,"[np.int64(28), np.int64(35)]",10,128,7,82,64.0625,6/9 (67%)
3,"[np.int64(12), np.int64(20)]",30,128,7,82,64.0625,6/10 (60%)
3,"[np.int64(16), np.int64(19)]",14,128,7,82,64.0625,6/9 (67%)
3,"[np.int64(16), np.int64(19)]",22,128,7,82,64.0625,6/9 (67%)
8,"[np.int64(3), np.int64(20), np.int64(36)]",30,128,7,82,64.0625,6/9 (67%)
8,"[np.int64(2), np.int64(22), np.int64(27)]",17,128,7,82,64.0625,6/9 (67%)
8,"[np.int64(5), np.int64(7), np.int64(27)]",0,128,7,82,64.0625,6/8 (75%)
8,"[np.int64(0), np.int64(11), np.int64(33)]",26,128,7,82,64.0625,6/10 (60%)
8,"[np.int64(11), np.int64(18), np.int64(28)]",4,128,7,82,64.0625,6/9 (67%)
8,"[np.int64(3), np.int64(10), np.int64(23)]",19,128,7,82,64.0625,6/9 (67%)
8,"[np.int64(3), np.int64(6), np.int64(30)]",22,128,7,82,64.0625,6/9 (67%)
8,"[np.int64(2), np.int64(12), np.int64(18)]",8,128,7,82,64.0625,6/9 (67%)
8,"[np.int64(2), np.int64(3), np.int64(5)]",16,128,7,82,64.0625,6/9 (67%)
8,"[np.int64(4), np.int64(20), np.int64(27)]",16,128,7,82,64.0625,5/8 (62%)
8,"[np.int64(14), np.int64(26), np.int64(34)]",17,128,7,82,64.0625,5/8 (62%)
8,"[np.int64(11), np.int64(18), np.int64(28)]",19,128,7,82,64.0625,6/9 (67%)
8,"[np.int64(5), np.int64(27), np.int64(34)]",4,128,7,82,64.0625,6/9 (67%)
8,"[np.int64(15), np.int64(29), np.int64(35)]",31,183,10,117,63.934426229508205,6/10 (60%)
8,"[np.int64(1), np.int64(16), np.int64(25)]",6,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(1), np.int64(16), np.int64(25)]",26,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(18), np.int64(21), np.int64(37)]",17,183,10,117,63.934426229508205,8/9 (89%)
8,"[np.int64(29), np.int64(31), np.int64(32)]",0,183,10,117,63.934426229508205,6/9 (67%)
8,"[np.int64(29), np.int64(31), np.int64(32)]",6,183,10,117,63.934426229508205,6/9 (67%)
8,"[np.int64(10), np.int64(14), np.int64(30)]",22,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(6), np.int64(14), np.int64(27)]",25,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(5), np.int64(26), np.int64(28)]",3,183,10,117,63.934426229508205,6/9 (67%)
8,"[np.int64(5), np.int64(16), np.int64(23)]",0,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(5), np.int64(6), np.int64(15)]",2,183,10,117,63.934426229508205,6/10 (60%)
8,"[np.int64(7), np.int64(19), np.int64(21)]",29,183,10,117,63.934426229508205,6/9 (67%)
8,"[np.int64(4), np.int64(23), np.int64(30)]",31,183,10,117,63.934426229508205,6/9 (67%)
8,"[np.int64(17), np.int64(29), np.int64(35)]",32,183,10,117,63.934426229508205,6/9 (67%)
8,"[np.int64(8), np.int64(13), np.int64(30)]",22,183,10,117,63.934426229508205,6/10 (60%)
8,"[np.int64(1), np.int64(21), np.int64(29)]",17,183,10,117,63.934426229508205,6/9 (67%)
8,"[np.int64(1), np.int64(21), np.int64(29)]",19,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(14), np.int64(21), np.int64(28)]",10,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(12), np.int64(30), np.int64(34)]",7,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(3), np.int64(12), np.int64(37)]",28,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(17), np.int64(29), np.int64(35)]",28,183,10,117,63.934426229508205,6/9 (67%)
8,"[np.int64(4), np.int64(19), np.int64(33)]",27,183,10,117,63.934426229508205,6/10 (60%)
8,"[np.int64(17), np.int64(29), np.int64(34)]",4,183,10,117,63.934426229508205,7/10 (70%)
8,"[np.int64(3), np.int64(8), np.int64(13)]",33,183,10,117,63.934426229508205,7/10 (70%)
8,"[np.int64(19), np.int64(30), np.int64(36)]",31,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(14), np.int64(17), np.int64(26)]",22,183,10,117,63.934426229508205,6/9 (67%)
8,"[np.int64(11), np.int64(24), np.int64(34)]",36,183,10,117,63.934426229508205,6/9 (67%)
8,"[np.int64(14), np.int64(21), np.int64(28)]",34,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(15), np.int64(30), np.int64(32)]",26,183,10,117,63.934426229508205,6/10 (60%)
8,"[np.int64(11), np.int64(24), np.int64(34)]",4,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(19), np.int64(35), np.int64(37)]",7,183,10,117,63.934426229508205,6/9 (67%)
8,"[np.int64(8), np.int64(10), np.int64(16)]",2,183,10,117,63.934426229508205,7/9 (78%)
8,"[np.int64(3), np.int64(19), np.int64(32)]",2,238,13,152,63.86554621848739,7/9 (78%)
8,"[np.int64(9), np.int64(30), np.int64(31)]",17,238,13,152,63.86554621848739,8/10 (80%)
3,"[np.int64(2), np.int64(21)]",33,110,6,70,63.63636363636363,6/9 (67%)
3,"[np.int64(23), np.int64(34)]",9,165,9,105,63.63636363636363,7/10 (70%)
5,"[np.int64(3), np.int64(29)]",34,440,24,280,63.63636363636363,6/9 (67%)
8,"[np.int64(2), np.int64(14), np.int64(17)]",23,110,6,70,63.63636363636363,6/9 (67%)
8,"[np.int64(7), np.int64(25), np.int64(32)]",29,165,9,105,63.63636363636363,7/10 (70%)
8,"[np.int64(2), np.int64(15), np.int64(20)]",36,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(2), np.int64(4), np.int64(9)]",22,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(15), np.int64(16), np.int64(32)]",25,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(16), np.int64(22), np.int64(26)]",5,220,12,140,63.63636363636363,7/9 (78%)
8,"[np.int64(3), np.int64(7), np.int64(33)]",27,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(11), np.int64(16), np.int64(27)]",23,110,6,70,63.63636363636363,6/9 (67%)
8,"[np.int64(2), np.int64(19), np.int64(22)]",17,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(9), np.int64(16), np.int64(37)]",6,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(8), np.int64(9), np.int64(12)]",4,165,9,105,63.63636363636363,6/10 (60%)
8,"[np.int64(4), np.int64(21), np.int64(22)]",30,165,9,105,63.63636363636363,7/9 (78%)
8,"[np.int64(3), np.int64(9), np.int64(11)]",1,220,12,140,63.63636363636363,6/9 (67%)
8,"[np.int64(1), np.int64(11), np.int64(15)]",34,165,9,105,63.63636363636363,6/10 (60%)
8,"[np.int64(3), np.int64(17), np.int64(37)]",32,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(2), np.int64(4), np.int64(9)]",1,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(0), np.int64(21), np.int64(26)]",31,220,12,140,63.63636363636363,7/9 (78%)
8,"[np.int64(8), np.int64(11), np.int64(21)]",18,110,6,70,63.63636363636363,6/9 (67%)
8,"[np.int64(17), np.int64(29), np.int64(33)]",10,220,12,140,63.63636363636363,7/10 (70%)
8,"[np.int64(24), np.int64(26), np.int64(33)]",31,220,12,140,63.63636363636363,7/10 (70%)
8,"[np.int64(25), np.int64(34), np.int64(37)]",36,165,9,105,63.63636363636363,7/10 (70%)
8,"[np.int64(8), np.int64(32), np.int64(37)]",12,165,9,105,63.63636363636363,7/10 (70%)
8,"[np.int64(3), np.int64(9), np.int64(26)]",1,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(6), np.int64(13), np.int64(14)]",1,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(3), np.int64(9), np.int64(22)]",32,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(25), np.int64(27), np.int64(32)]",12,165,9,105,63.63636363636363,6/10 (60%)
8,"[np.int64(4), np.int64(12), np.int64(29)]",15,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(13), np.int64(27), np.int64(32)]",9,165,9,105,63.63636363636363,6/10 (60%)
8,"[np.int64(2), np.int64(17), np.int64(30)]",13,165,9,105,63.63636363636363,6/10 (60%)
8,"[np.int64(6), np.int64(15), np.int64(23)]",22,220,12,140,63.63636363636363,5/8 (62%)
8,"[np.int64(15), np.int64(18), np.int64(29)]",6,220,12,140,63.63636363636363,6/9 (67%)
8,"[np.int64(20), np.int64(22), np.int64(23)]",15,165,9,105,63.63636363636363,5/8 (62%)
8,"[np.int64(15), np.int64(16), np.int64(32)]",23,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(4), np.int64(6), np.int64(23)]",15,165,9,105,63.63636363636363,7/9 (78%)
8,"[np.int64(32), np.int64(36), np.int64(37)]",3,165,9,105,63.63636363636363,7/9 (78%)
8,"[np.int64(7), np.int64(28), np.int64(35)]",29,165,9,105,63.63636363636363,7/9 (78%)
8,"[np.int64(5), np.int64(18), np.int64(32)]",16,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(4), np.int64(15), np.int64(24)]",35,220,12,140,63.63636363636363,8/9 (89%)
8,"[np.int64(3), np.int64(19), np.int64(30)]",13,220,12,140,63.63636363636363,7/9 (78%)
8,"[np.int64(2), np.int64(9), np.int64(14)]",15,165,9,105,63.63636363636363,6/9 (67%)
8,"[np.int64(2), np.int64(4), np.int64(13)]",8,165,9,105,63.63636363636363,6/10 (60%)
5,"[np.int64(29), np.int64(31)]",6,477,26,303,63.52201257861635,7/10 (70%)
5,"[np.int64(36), np.int64(37)]",35,312,17,198,63.46153846153846,6/9 (67%)
8,"[np.int64(0), np.int64(14), np.int64(22)]",9,257,14,163,63.42412451361867,7/9 (78%)
8,"[np.int64(0), np.int64(9), np.int64(21)]",31,202,11,128,63.366336633663366,7/9 (78%)
8,"[np.int64(6), np.int64(7), np.int64(15)]",0,202,11,128,63.366336633663366,7/10 (70%)
8,"[np.int64(1), np.int64(8), np.int64(26)]",23,202,11,128,63.366336633663366,6/9 (67%)
8,"[np.int64(1), np.int64(19), np.int64(23)]",3,202,11,128,63.366336633663366,7/9 (78%)
8,"[np.int64(23), np.int64(29), np.int64(33)]",14,202,11,128,63.366336633663366,6/10 (60%)
8,"[np.int64(32), np.int64(34), np.int64(35)]",7,202,11,128,63.366336633663366,7/10 (70%)
8,"[np.int64(7), np.int64(26), np.int64(37)]",34,202,11,128,63.366336633663366,6/10 (60%)
8,"[np.int64(3), np.int64(15), np.int64(19)]",29,202,11,128,63.366336633663366,6/9 (67%)
8,"[np.int64(16), np.int64(24), np.int64(26)]",20,202,11,128,63.366336633663366,6/9 (67%)
8,"[np.int64(1), np.int64(19), np.int64(23)]",6,202,11,128,63.366336633663366,6/9 (67%)
8,"[np.int64(2), np.int64(16), np.int64(22)]",31,202,11,128,63.366336633663366,6/9 (67%)
8,"[np.int64(4), np.int64(12), np.int64(35)]",33,202,11,128,63.366336633663366,6/10 (60%)
8,"[np.int64(16), np.int64(23), np.int64(37)]",25,202,11,128,63.366336633663366,7/9 (78%)
8,"[np.int64(7), np.int64(29), np.int64(35)]",1,202,11,128,63.366336633663366,6/10 (60%)
8,"[np.int64(1), np.int64(21), np.int64(35)]",9,202,11,128,63.366336633663366,6/10 (60%)
8,"[np.int64(8), np.int64(10), np.int64(22)]",24,202,11,128,63.366336633663366,6/9 (67%)
8,"[np.int64(10), np.int64(12), np.int64(29)]",15,202,11,128,63.366336633663366,6/9 (67%)
8,"[np.int64(1), np.int64(8), np.int64(26)]",3,202,11,128,63.366336633663366,6/9 (67%)
3,"[np.int64(6), np.int64(22)]",26,147,8,93,63.26530612244898,6/10 (60%)
3,"[np.int64(0), np.int64(9)]",12,147,8,93,63.26530612244898,6/9 (67%)
3,"[np.int64(31), np.int64(36)]",33,147,8,93,63.26530612244898,6/10 (60%)
3,"[np.int64(15), np.int64(23)]",31,147,8,93,63.26530612244898,6/10 (60%)
8,"[np.int64(2), np.int64(26), np.int64(32)]",37,147,8,93,63.26530612244898,6/10 (60%)
8,"[np.int64(2), np.int64(26), np.int64(32)]",23,147,8,93,63.26530612244898,7/10 (70%)
8,"[np.int64(9), np.int64(25), np.int64(26)]",34,147,8,93,63.26530612244898,6/10 (60%)
8,"[np.int64(8), np.int64(18), np.int64(23)]",0,147,8,93,63.26530612244898,6/10 (60%)
8,"[np.int64(5), np.int64(19), np.int64(27)]",7,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(2), np.int64(3), np.int64(17)]",32,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(1), np.int64(18), np.int64(28)]",17,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(7), np.int64(10), np.int64(24)]",2,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(2), np.int64(12), np.int64(29)]",10,147,8,93,63.26530612244898,7/9 (78%)
8,"[np.int64(7), np.int64(8), np.int64(28)]",24,147,8,93,63.26530612244898,7/9 (78%)
8,"[np.int64(2), np.int64(26), np.int64(30)]",27,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(2), np.int64(3), np.int64(17)]",6,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(6), np.int64(9), np.int64(28)]",19,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(3), np.int64(9), np.int64(19)]",37,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(18), np.int64(23), np.int64(27)]",31,147,8,93,63.26530612244898,7/10 (70%)
8,"[np.int64(14), np.int64(19), np.int64(20)]",6,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(14), np.int64(19), np.int64(20)]",29,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(5), np.int64(11), np.int64(28)]",3,147,8,93,63.26530612244898,7/9 (78%)
8,"[np.int64(8), np.int64(30), np.int64(37)]",0,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(23), np.int64(24), np.int64(36)]",14,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(3), np.int64(7), np.int64(21)]",0,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(7), np.int64(12), np.int64(15)]",18,147,8,93,63.26530612244898,5/8 (62%)
8,"[np.int64(1), np.int64(19), np.int64(37)]",3,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(10), np.int64(16), np.int64(27)]",20,147,8,93,63.26530612244898,7/9 (78%)
8,"[np.int64(11), np.int64(12), np.int64(34)]",28,147,8,93,63.26530612244898,5/8 (62%)
8,"[np.int64(4), np.int64(14), np.int64(33)]",13,147,8,93,63.26530612244898,6/9 (67%)
8,"[np.int64(11), np.int64(24), np.int64(26)]",16,239,13,151,63.17991631799163,6/9 (67%)
8,"[np.int64(1), np.int64(6), np.int64(27)]",22,239,13,151,63.17991631799163,7/10 (70%)
8,"[np.int64(1), np.int64(6), np.int64(27)]",16,239,13,151,63.17991631799163,6/10 (60%)
5,"[np.int64(1), np.int64(36)]",25,331,18,209,63.141993957703924,8/10 (80%)
8,"[np.int64(7), np.int64(17), np.int64(18)]",20,184,10,116,63.04347826086957,6/10 (60%)
8,"[np.int64(15), np.int64(23), np.int64(30)]",22,184,10,116,63.04347826086957,6/10 (60%)
8,"[np.int64(6), np.int64(25), np.int64(27)]",3,184,10,116,63.04347826086957,6/10 (60%)
8,"[np.int64(16), np.int64(18), np.int64(26)]",22,184,10,116,63.04347826086957,6/9 (67%)
8,"[np.int64(10), np.int64(19), np.int64(22)]",3,184,10,116,63.04347826086957,6/9 (67%)
8,"[np.int64(6), np.int64(16), np.int64(27)]",35,184,10,116,63.04347826086957,6/9 (67%)
8,"[np.int64(13), np.int64(23), np.int64(32)]",28,184,10,116,63.04347826086957,6/9 (67%)
8,"[np.int64(0), np.int64(3), np.int64(26)]",5,184,10,116,63.04347826086957,7/9 (78%)
8,"[np.int64(17), np.int64(18), np.int64(32)]",3,184,10,116,63.04347826086957,6/9 (67%)
8,"[np.int64(15), np.int64(30), np.int64(37)]",7,184,10,116,63.04347826086957,6/10 (60%)
8,"[np.int64(11), np.int64(23), np.int64(29)]",27,184,10,116,63.04347826086957,6/9 (67%)
